cohort_variable,cohort_definition,matched_top_1_cdm_definition,matched_top_1_cdm_variable,matched_top_1_similarity,in_top_1
LeftInferiorLateralVentricle,Volume of left inferior lateral ventricle,"quantification of the volume of the left inferior lateral ventricle, usuallly through an MRI scan",Left Inferior Lateral Ventricle Volume,0.8788402981563359,True
RightInferiorLateralVentricle,Volume of right inferior lateral ventricle,"quantification of the volume of the left inferior lateral ventricle, usuallly through an MRI scan",Left Inferior Lateral Ventricle Volume,0.8041643244596132,False
LeftThalamus,Volume of left thalamus,Left cortical white matter volume,Left Cortical White Matter Volume From Qdec,0.7507810560798388,False
RightThalamus,Volume of right thalamus,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7571656879376892,False
LeftCaudate,Volume of left caudate,Left cortical white matter volume,Left Cortical White Matter Volume From Qdec,0.7477745646671062,False
RightCaudate,Volume of right caudate,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7528328244230058,False
LeftPutamen,Volume of left putamen,The volume of a putamen.,Right Putamen Volume,0.8412879236754923,False
RightPutamen,Volume of right putamen,The volume of a putamen.,Right Putamen Volume,0.8405288232357353,True
LeftPallidum,Volume of left pallidum,"Quantitative measure of the gray matter volume of the left pallidum, typically obtained through structural brain MRI and automated segmentation.",Left Pallidum Volume,0.7363114049390708,True
RightPallidum,Volume of right pallidum,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7369268504502721,False
LeftHippocampus,Volume of left hippocampus,Measurement of the volume of the hippocampus,Hippocampus Volume,0.8336070982105542,False
RightHippocampus,Volume of right hippocampus,Measurement of the volume of the hippocampus,Hippocampus Volume,0.8275618071539493,False
LeftAmygdala,Volume of left amygdala,The volume of a amygdala.,Left Amygdala Volume,0.8292679199387964,True
RightAmygdala,Volume of right amygdala,The volume of a amygdala.,Left Amygdala Volume,0.8326989264139578,False
LeftVentralDiencephalon,Volume of left ventral diencephalon,The volume of a diencephalon.,Right Ventral Diencephalon Volume,0.8179015856305958,False
RightVentralDiencephalon,Volume of right ventral diencephalon,The volume of a diencephalon.,Right Ventral Diencephalon Volume,0.8258892608050531,True
LeftCerebellarWhiteMatter,Volume of left cerebellar white matter,Left cortical white matter volume,Left Cortical White Matter Volume From Qdec,0.8547619473404208,False
RightCerebellarWhiteMatter,Volume of right cerebellar white matter,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.8436593227524357,False
LeftCerebellarGrayMatter,Volume of left cerebellar gray matter,"A quantitative measurement of the gray matter volume in the left cerebellum, typically obtained through structural imaging (e.g., MRI) usin automated or manual segmentation techniques.",Left Cerebellum Gray Matter Volume,0.776306734281961,True
RightCerebellarGrayMatter,Volume of left cerebellar gray matter,"A quantitative measurement of the gray matter volume in the left cerebellum, typically obtained through structural imaging (e.g., MRI) usin automated or manual segmentation techniques.",Left Cerebellum Gray Matter Volume,0.776306734281961,False
LeftEntorhinal,Volume of left entorhinal,Left cortical white matter volume,Left Cortical White Matter Volume From Qdec,0.7307134353027613,False
RightEntorhinal,Volume of right entorhinal,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7366619614463966,False
LeftFusiform,Volume of left fusiform,Left cortical white matter volume,Left Cortical White Matter Volume From Qdec,0.7512775572256534,False
RightFusiform,Volume of right fusiform,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7450032655717449,False
LeftInferiortemporal,Volume of left inferior temporal,"quantification of the volume of the left inferior lateral ventricle, usuallly through an MRI scan",Left Inferior Lateral Ventricle Volume,0.7113750677293144,False
LeftMiddletemporal,Volume of left middle temporal,Left cortical white matter volume,Left Cortical White Matter Volume From Qdec,0.719544673372496,False
RightMiddletemporal,Volume of right middle temporal,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7228173868113362,False
RightSuperiorparietal,Volume of right superior parietal,Right cortical white matter volume,Right Cortical White Matter Volume From Qdec,0.7609206831989803,False
LeftTemporalpole,Volume of left temporal pole,"The total volume of the left temporal pole as measured via cortical parcellation in Qdec (Query, Design, Estimate).",Left Temporal Pole Volume (Qdec),0.7861232366449695,False
RightTemporalpole,Volume of right temporal pole,White-matter-Right-temporalpole-from_Qdec_wmparc.volume.stats_file,White-matter-Right-temporalpole-from Qdec Wmparc,0.7623478183498013,False
IntraCranialVolume,Total intracranial volume,Is a quantification of intracranial volume.,Intracranial Volume,0.7971788963217387,True
BID,Blinded Participant ID,An alphanumeric identifier assigned to a specific patient.,Participant ID,0.5581029890760102,True
suvr_cer,Standard uptake value ratio (blcere_all),Florbetapir F18 Positron Emission Tomography,AV45 PET,0.5632006703098417,True
BID,Blinded Participant ID,An alphanumeric identifier assigned to a specific patient.,Participant ID,0.5581029890760102,True
BID,Subject Identifier,The number of education years that a subject has competed.,Education,0.577200683890223,False
AGEYR,Age in Years at Consent,The year in which a person was born.,Year of Birth,0.6058652884710934,True
APOEGN,ApoE4 Genotype,Florbetapir F18 Positron Emission Tomography,AV45 PET,0.5976756949084341,False
BID,Subject Identifier,The number of education years that a subject has competed.,Education,0.577200683890223,False
